name,id,minutes,contributor_id,submitted,tags,nutrition,n_steps,steps,description,ingredients,n_ingredients
creamy peach pie,38577,32,51579,2002-08-26,"['60-minutes-or-less', 'time-to-make', 'course', 'preparation', 'pies-and-tarts', 'desserts', 'pies']","[210.5, 10.0, 114.0, 16.0, 3.0, 10.0, 12.0]",10,"['dissolve gelatin in boiling water', 'add ice cream and stir until melted', 'combine milk and pudding mix in small mixer bowl', 'beat at low speed for 2 minutes', 'add gelatin mixture', 'whip until fluffy', 'fold in non-dairy whipped topping', 'spoon into pie shell', 'chill about 2 hours', 'garnish with additional whipped topping and peach slices']","a refreshing dessert for a warm, summer's day...or anytime you feel ","['peach jell-o', 'boiling water', 'peach ice cream', 'water', 'instant vanilla pudding', 'non-dairy whipped topping', '8-inch baked pie shell']",7
creamy peanut soup,290292,60,463435,2008-03-05,"['60-minutes-or-less', 'time-to-make', 'preparation', 'dietary', 'low-carb', 'low-in-something']","[385.1, 48.0, 23.0, 40.0, 33.0, 44.0, 4.0]",9,"['in a large saucepan , melt butter over medium-high heat', 'add onion , celery , red pepper flakes and garlic', 'cook 5 minutes or until tender', 'sprinkle flour over mixture', 'stirring constantly , cook one minutes until well blended', 'whisking constantly , add chicken broth , peanut butter and soy sauce', 'reduce heat to medium-low', 'whisking frequently , simmer about 15 minutes', 'garnish with peanuts and serve hot']",this is a deliciously different soup...has a bit of a tia flare,"['butter', 'onion', 'celery', 'garlic cloves', 'crushed red pepper flakes', 'all-purpose flour', 'chicken broth', 'smooth peanut butter', 'soy sauce', 'peanuts']",10
creamy pesto shrimp  or chicken,381866,135,1267223,2009-07-17,"['time-to-make', 'preparation', '4-hours-or-less']","[632.9, 59.0, 4.0, 15.0, 50.0, 117.0, 15.0]",10,"['bring a large pot of lightly salted water to a boil', 'add linguine pasta , and cook for 8 to 10 minutes , or until al dente', 'drain', 'in a large skillet , melt the butter over medium heat', 'stir in cream , and season with pepper', 'cook 6 to 8 minutes , stirring constantly', 'stir parmesan cheese into cream sauce , stirring until thoroughly mixed', 'blend in the pesto , and cook for 3 to 5 minutes , until thickened', 'stir in the shrimp , and cook until they turn pink , about 5 minutes', 'serve over the hot linguine']",the keno girls have played monthly for 15 years and each one of us takes our turn hosting.   we prepare a special meal and dessert and a spend a fun evening together.   this is another meal laura served and it was so delicious and different.,"['linguine', 'butter', 'heavy cream', 'ground black pepper', 'parmesan cheese', 'pesto sauce', 'large shrimp']",7
creamy rice casserole,360050,45,491979,2009-03-09,"['60-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'preparation', 'side-dishes', 'rice', 'pasta-rice-and-grains']","[584.0, 36.0, 31.0, 26.0, 39.0, 70.0, 24.0]",17,"['place oven rack in middle position heat oven to 400 degrees', 'melt 2 tablespoons of butter', 'process melted butter and bread in food processor until coarse crumbs form , about 6 pulses', 'melt remaining butter in large dutch oven over medium heat', 'add onion & salt -cook until the onion is very soft and lightly browned , about 9 minutes', 'stir in the garlic & cook until fragrant , about 15 seconds', 'stir in the flour to coat the vegetables', 'slowly whisk in the broth , milk , and water', 'bring to a simmer , whisking often', 'stir in the rice , pepper , & cayenne - bring to a boil', 'cover & reduce heat to low', 'cook , stirring every 5 minutes , until the rice is tender , 20 to 25 minutes', 'off the heat , stir in the cheddar', 'pour the rice mixture into a 9 by 13-inch baking dish and sprinkle with the breadcrumbs', 'bake until the topping is browned and the casserole is bubbling , 20 to 25 minutes', 'cool for 10 minutes', 'serve with the lemon wedges and tabasco']","adapted from a cooks country recipe
yum!

cook times approximate","['unsalted butter', 'white bread', 'onion', 'table salt', 'garlic cloves', 'all-purpose flour', 'low sodium chicken broth', 'whole milk', 'water', 'long grain white rice', 'ground black pepper', 'cayenne pepper', 'sharp cheddar cheese', 'lemon wedge', 'tabasco sauce']",15
creamy roasted garlic sauce,348444,10,1117721,2009-01-08,"['15-minutes-or-less', 'time-to-make', 'course', 'preparation', 'sauces', 'condiments-etc', 'easy', '3-steps-or-less']","[263.3, 30.0, 10.0, 25.0, 10.0, 33.0, 5.0]",4,"['add garlic , mayonnaise , grated cheese , onion and spices to food processor and blend until smooth', 'in a small saucepan over medium heat , combine cream cheese and sour cream', 'stir until well mixed and remove from heat', 'add processed mixture and stir until well blended']",cream cheese and fresh roasted garlic are the secret ingredients in my creamy garlic sauce.,"['garlic', 'mayonnaise', 'sour cream', 'cream cheese', 'parmesan cheese', 'romano cheese', 'vidalia onion', 'parsley flakes', 'salt', 'pepper', 'paprika']",11
creamy salad,403178,20,220348,2009-12-10,"['30-minutes-or-less', 'time-to-make', 'preparation', 'easy', '3-steps-or-less']","[147.7, 12.0, 18.0, 11.0, 16.0, 18.0, 3.0]",5,"['in a large bowl , mix the first 6 ingredients together', 'in a smaller bowl mix the remaining 5 ingredients together to make dressing', 'add the dressing to the salad and mix well', 'keep refrigerated until ready to serve', 'i would serve same night as prepared']","this is a simple easy to prepare salad that you can take to your office's potluck party. just make sure the vegetables are washed properly, first. you may find the amount of sour cream a little too much, but i do like my creamy salads to be especially creamy, or else they are not considered creamy enough.","['red onion', 'fresh broccoli florets', 'cauliflower florets', 'sliced almonds', 'carrot', 'blue cheese', 'fat free sour cream', 'plain fat-free yogurt', 'fresh parsley', 'dried coriander', 'salt and pepper']",11
creamy sex on the beach,244811,2,383346,2007-08-06,"['15-minutes-or-less', 'time-to-make', 'course', 'preparation', 'for-1-or-2', 'beverages', 'easy', 'cocktails', 'number-of-servings', '3-steps-or-less']","[276.6, 17.0, 17.0, 0.0, 1.0, 34.0, 2.0]",3,"['pour the vodka , malibu rum , peach schnapps , pineapple juice and grenadine into a cocktail shaker half-filled with ice cubes', 'add the heavy cream , and shake vigorously until frothy', 'pour into a small highball glass or equivalent , and serve']","if you like sex on the beach and drinks made with heavy cream, then you'll like this drink like i did :p","['vodka', 'coconut rum', 'peach schnapps', 'pineapple juice', 'grenadine', 'heavy cream']",6
creamy spinach potato mash,422551,30,350938,2010-05-02,"['30-minutes-or-less', 'time-to-make', 'course', 'preparation', 'side-dishes']","[161.9, 6.0, 5.0, 12.0, 7.0, 12.0, 9.0]",8,"['place spinach in colander', 'in pot , bring next 3 ingredients and enough salted water to cover , to a boil', 'cook 20 minutes', 'pour over spinach to drain', 'discard rosemary', 'return potatoes and spinach to pot and stir in butter and broth', 'using hand masher , mash mixture until smooth', 'stir in peppers and serve']",nice way to change up plain old mashed potatoes,"['baby spinach', 'baking potatoes', 'garlic cloves', 'rosemary', 'chicken broth', 'butter', 'roasted red pepper']",7
creamy spinach salad,91396,15,101376,2004-05-19,"['15-minutes-or-less', 'time-to-make', 'course', 'preparation', 'salads', 'easy', '3-steps-or-less']","[153.9, 17.0, 23.0, 13.0, 10.0, 26.0, 3.0]",3,"['in a small bowl , blend sour cream , dressing , salt and pepper', 'in a large bowl combine spinach , orange slices , cucumber and cheese', 'pour sour cream mixture over greens and toss']",i got this from a family friend. i haven't made it yet but it sounds different!,"['sour cream', 'french dressing', 'pepper', 'salt', 'fresh spinach', 'mandarin oranges', 'cucumber', 'cheddar cheese']",8
creamy sprouts and noodles,70418,45,89831,2003-09-04,"['60-minutes-or-less', 'time-to-make', 'course', 'preparation', 'side-dishes']","[363.6, 30.0, 15.0, 20.0, 25.0, 57.0, 12.0]",15,"['set oven to 375 degrees', 'butter a 2-qt', 'baking dish', 'place brussels sprouts and a small amount of water in a saucepan', 'cover and cook until tender', 'meanwhile , in a skillet , saute onions in 2 tbsp', 'butter until golden brown', 'remove from the heat', 'stir in sour cream , cottage cheese , garlic , paprika , salt and caraway', 'drain sprouts', 'add to onion mixture with noodles', 'spread into a greased dish', 'melt remaining butter and toss with breadcrumbs', 'sprinkle over casserole', 'bake uncovered for 20-25 mins , or until golden brown']","this super brussels sprouts casserole is great with pork, although i have made it with my turkey dinner in late fall when sprouts are in season.......anyway you serve it, it is a great dish.","['brussels sprout', 'onions', 'butter', 'sour cream', 'small curd cottage cheese', 'garlic', 'paprika', 'salt', 'caraway seed', 'medium egg noodles', 'soft breadcrumbs']",11
creamy swiss chicken,183140,60,145599,2006-08-25,"['60-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'preparation', 'main-dish', 'poultry', 'chicken', 'dietary', 'low-carb', 'low-in-something', 'meat', 'chicken-breasts']","[507.2, 40.0, 8.0, 31.0, 77.0, 71.0, 4.0]",7,"['preheat oven to 350 degrees f', 'arrange chicken in a lightly greased 9x13 inch baking dish', 'in a medium bowl , combine the soup , wine , garlic powder , cayenne pepper , mustard seed and sour cream and blend together', 'set aside', 'top each chicken breast with a slice of swiss cheese and pour sour cream mixture evenly over the chicken', 'crush the bag of croutons and sprinkle evenly over all , then drizzle with melted butter', 'bake at 350 degrees f for 50 minutes , or until chicken is cooked through and juices run clear']","if desired, serve with mixed greens tossed with pecans, a fruit vinaigrette and crumbled blue cheese. add herbed egg noodles and a crusty bread, and you've got a meal made in heaven!""","['boneless skinless chicken breast halves', 'condensed cream of chicken soup', 'white wine', 'garlic powder', 'cayenne pepper', 'mustard seeds', 'sour cream', 'swiss cheese', 'seasoned croutons', 'butter']",10
creamy swiss steak,264132,495,585097,2007-11-07,"['course', 'main-dish']","[384.3, 37.0, 6.0, 36.0, 50.0, 46.0, 5.0]",8,"['in a shallow bowl combine the flour , salt , and pepper', 'dredge beef', 'in a large skillet , brown beef in butter on both sides', 'transfer to a 3 quart slow cooker', 'top with onion', 'combine soup and water , pour over onion', 'cover and cook on low 8-9 hours or until meet is tender', 'serve with noodles']",toh quick cooking,"['flour', 'salt', 'pepper', 'boneless beef round steak', 'butter', 'onion', 'condensed cream of mushroom soup', 'water', 'cooked noodles']",9
creamy vanilla caramel cheesecake,198367,90,267283,2006-11-29,"['time-to-make', 'course', 'preparation', 'for-large-groups', 'desserts', 'cheesecake', 'number-of-servings', '4-hours-or-less']","[131.9, 8.0, 50.0, 4.0, 10.0, 16.0, 5.0]",18,"['heat oven to 300', 'spray springform pan , 9"" x 3"" , with cooking spray', 'sprinkle cookie crumbs over bottom of pan', 'beat cream cheese n medium bowl with electric mixer on medium speed until smooth', 'add sugar , egg whites , and vanilla', 'beat on medium speed about 2 minutes or until smooth', 'add yogurt and flour', 'beat on low speed until smooth', 'carefully spread batter over cookie crumbs in pan', 'bake 1 hour', 'turn off oven', 'cool in oven 30 minutes with door closed', 'remove from oven', 'cool 15 minutes', 'cover and refrigerate at least 3 hours', 'drizzle caramel topping over cheesecake', 'garnish with pecan halves', 'store covered in the refrigerator']",enjoy sinfully rich cheesecake (without the guilt) - tonight!,"['lowfat chocolate wafer cookies', 'reduced-fat cream cheese', 'sugar', 'egg whites', 'vanilla', 'low-fat vanilla yogurt', 'all-purpose flour', 'fat-free caramel topping', 'pecan halves']",9
creamy vinaigrette dressing,314367,10,863447,2008-07-17,"['15-minutes-or-less', 'time-to-make', 'course', 'preparation', 'salads', 'easy', 'salad-dressings', '3-steps-or-less']","[161.5, 22.0, 25.0, 13.0, 0.0, 9.0, 2.0]",2,"['combine all ingredients and whisk until well combined', 'the flavor improves if you refrigerate for a while before using']","i can't fully claim this recipe as my own since i found the original on allrecipes. i did tweak it just a little based on my own preferences and what ingredients i had on hand. my husband, who i fear is going to turn into a bottle of ranch dressing, loves this dressing almost as much. i use a microplane to grate the shallot and garlic, that way the dressing is nice and creamy without the need for a blender or food processor.","['vegetable oil', 'sugar', 'white wine vinegar', 'salt', 'fresh ground black pepper', 'mayonnaise', 'mustard powder', 'garlic clove', 'shallot']",9
